食品名,エネルギー,水分,たんぱく質,脂質,炭水化物,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,マンガン,ヨウ素,セレン,クロム,モリブデン,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン当量,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビオチン,ビタミンC,アルコール,食塩相当量
こめ水稲穀粒玄米,346,14.9,6.8,2.7,74.3,1,230,9,110,290,2.1,1.8,0.27,2.06,0,3,0,65,0,0,1.2,0,0.41,0.04,8,0.45,0,27,1.37,6,0,0,0
こめ水稲穀粒半つき米,345,14.9,6.5,1.8,75.9,1,150,7,64,210,1.5,1.6,0.24,1.4,0,2,0,76,0,0,0.8,0,0.3,0.03,5.1,0.28,0,18,1,3.5,0,0,0
こめ水稲穀粒七分つき米,348,14.9,6.3,1.5,76.6,1,120,6,45,180,1.3,1.5,0.23,1.05,0,2,0,73,0,0,0.4,0,0.24,0.03,3.2,0.2,0,15,0.84,2.9,0,0,0
こめ水稲穀粒精白米うるち米,342,14.9,6.1,0.9,77.6,1,89,5,23,95,0.8,1.4,0.22,0.81,0,2,0,69,0,0,0.1,0,0.08,0.02,2.6,0.12,0,12,0.66,1.4,0,0,0
こめ水稲穀粒精白米もち米,343,14.9,6.4,1.2,77.2,0,97,5,33,100,0.2,1.5,0.22,1.3,0,2,0,79,0,0,0.2,0,0.12,0.02,3.1,0.12,0,12,0.67,1.4,0,0,0
こめ水稲穀粒精白米インディカ米,347,13.7,7.4,0.9,77.7,1,68,5,18,90,0.5,1.6,0.2,0.88,0,7,2,62,0,0,0,0,0.06,0.02,2.9,0.08,0,16,0.61,2,0,0,0
こめ水稲穀粒はいが精米,343,14.9,6.5,2,75.8,1,150,7,51,150,0.9,1.6,0.22,1.54,0,2,0,57,0,0,0.9,0,0.23,0.03,4.2,0.22,0,18,1,3.3,0,0,0
こめ水稲穀粒発芽玄米,339,14.9,6.5,3.3,74.3,3,160,13,120,280,1,1.9,0.23,2.07,0,0,0,0,0,0,1.2,0,0.35,0.02,6.4,0.34,0,18,0.75,0,0,0,0
こめ水稲穀粒赤米,344,14.6,8.5,3.3,71.9,2,290,12,130,350,1.2,2.4,0.27,2.5,0,3,1,55,0,0,1.5,0,0.38,0.05,6.9,0.5,0,30,1.17,5.6,0,0,0
こめ水稲穀粒黒米,341,15.2,7.8,3.2,72,1,270,15,110,310,0.9,1.9,0.22,4.28,0,3,3,72,3,0,1.3,0,0.39,0.1,8.2,0.49,0,49,0.83,5.8,0,0,0
こめ水稲めし玄米,152,60,2.8,1,35.6,1,95,7,49,130,0.6,0.8,0.12,1.04,0,1,0,34,0,0,0.5,0,0.16,0.02,3.6,0.21,0,10,0.65,2.5,0,0,0
こめ水稲めし半つき米,154,60,2.7,0.6,36.4,1,43,4,22,53,0.2,0.7,0.11,0.6,0,1,0,34,0,0,0.2,0,0.08,0.01,2.2,0.07,0,6,0.35,1.2,0,0,0
こめ水稲めし七分つき米,160,60,2.6,0.5,36.7,1,35,4,13,44,0.2,0.7,0.11,0.46,0,1,0,35,0,0,0.1,0,0.06,0.01,1.4,0.03,0,5,0.26,0.9,0,0,0
こめ水稲めし精白米インディカ米,184,54,3.8,0.4,41.5,0,31,2,8,41,0.2,0.8,0.1,0.42,0,3,1,32,0,0,0,0,0.02,0,1.3,0.02,0,6,0.24,0.5,0,0,0
こめ水稲めし精白米うるち米,156,60,2.5,0.3,37.1,1,29,3,7,34,0.1,0.6,0.1,0.35,0,1,0,30,0,0,0,0,0.02,0.01,0.8,0.02,0,3,0.25,0.5,0,0,0
こめ水稲めし精白米もち米,188,52.1,3.5,0.5,43.9,0,28,2,5,19,0.1,0.8,0.11,0.5,0,1,0,48,0,0,0,0,0.03,0.01,1,0.02,0,4,0.3,0.5,0,0,0
こめ水稲めしはいが精米,159,60,2.7,0.6,36.4,1,51,5,24,68,0.2,0.7,0.1,0.68,0,1,1,28,0,0,0.4,0,0.08,0.01,1.3,0.09,0,6,0.44,1,0,0,0
こめ水稲めし発芽玄米,161,60,3,1.4,35,1,68,6,53,130,0.4,0.9,0.11,0.93,0,0,0,0,0,0,0.3,0,0.13,0.01,2.8,0.13,0,6,0.36,0,0,0,0
こめ水稲めし赤米,150,61.3,3.8,1.3,32.7,1,120,5,55,150,0.5,1,0.12,1,0,1,0,24,0,0,0.6,0,0.15,0.02,3.4,0.19,0,9,0.47,2.8,0,0,0
こめ水稲めし黒米,150,62,3.6,1.4,32.2,0,130,7,55,150,0.4,0.9,0.11,1.95,0,2,1,33,1,0,0.3,0,0.14,0.04,3.6,0.18,0,19,0.4,2.7,0,0,0
こめ水稲軟めし精白米,113,71.5,1.8,0.3,26.4,1,20,3,5,24,0.1,0.4,0.08,0.25,0,1,0,21,0,0,0,0,0.02,0.01,0.4,0.01,0,2,0.18,0.3,0,0,0
こめ水稲全かゆ玄米,64,83,1.2,0.4,15.2,1,41,3,21,55,0.2,0.3,0.05,0.44,0,0,0,0,0,0,0,0,0.07,0.01,1.5,0.09,0,4,0.28,0,0,0,0
こめ水稲全かゆ半つき米,65,83,1.1,0.3,15.5,0,18,2,9,23,0.1,0.3,0.05,0.26,0,0,0,0,0,0,0,0,0.03,0,1,0.03,0,2,0.15,0,0,0,0
こめ水稲全かゆ七分つき米,68,83,1.1,0.2,15.6,0,15,2,6,19,0.1,0.3,0.04,0.19,0,0,0,0,0,0,0,0,0.03,0,0.6,0.01,0,2,0.11,0,0,0,0
こめ水稲全かゆ精白米,65,83,1.1,0.1,15.7,0,12,1,3,14,0,0.3,0.04,0.15,0,0,0,13,0,0,0,0,0.01,0,0.4,0.01,0,1,0.11,0.3,0,0,0
こめ水稲五分かゆ玄米,32,91.5,0.6,0.2,7.6,0,20,1,10,28,0.1,0.2,0.03,0.22,0,0,0,0,0,0,0,0,0.03,0,0.7,0.05,0,2,0.14,0,0,0,0
こめ水稲五分かゆ半つき米,32,91.5,0.6,0.1,7.7,0,9,1,5,11,0,0.2,0.02,0.13,0,0,0,0,0,0,0,0,0.02,0,0.4,0.01,0,1,0.07,0,0,0,0
こめ水稲五分かゆ七分つき米,32,91.5,0.6,0.1,7.7,0,8,1,3,9,0,0.1,0.02,0.1,0,0,0,0,0,0,0,0,0.01,0,0.3,0.01,0,1,0.05,0,0,0,0
こめ水稲五分かゆ精白米,33,91.5,0.5,0.1,7.9,0,6,1,1,7,0,0.1,0.02,0.08,0,0,0,7,0,0,0,0,0,0,0.1,0,0,1,0.05,0.1,0,0,0
こめ水稲おもゆ玄米,19,95,0.4,0.1,4.4,0,12,1,6,16,0.1,0.1,0.01,0.13,0,0,0,0,0,0,0,0,0.02,0,0.5,0.03,0,1,0.08,0,0,0,0
こめ水稲おもゆ半つき米,19,95,0.3,0.1,4.6,0,5,1,3,7,0,0.1,0.01,0.08,0,0,0,0,0,0,0,0,0.01,0,0.3,0.01,0,1,0.04,0,0,0,0
こめ水稲おもゆ七分つき米,20,95,0.3,0.1,4.6,0,4,1,2,5,0,0.1,0.01,0.06,0,0,0,0,0,0,0,0,0.01,0,0.2,0,0,1,0.03,0,0,0,0
こめ水稲おもゆ精白米,19,95,0.3,0,4.7,0,4,0,1,4,0,0.1,0.01,0.04,0,1,0,8,0,0,0,0,0,0,0.1,0,0,0,0.03,0.1,0,0,0
こめ陸稲穀粒玄米,357,14.9,10.1,2.7,71.1,1,230,9,110,290,2.1,1.8,0.27,1.53,0,0,0,0,0,0,1.2,0,0.41,0.04,8.8,0.45,0,27,1.37,0,0,0,0
こめ陸稲穀粒半つき米,356,14.9,9.6,1.8,72.9,1,150,7,64,210,1.5,1.6,0.24,1.04,0,0,0,0,0,0,0.8,0,0.3,0.03,7.2,0.28,0,18,1,0,0,0,0
こめ陸稲穀粒七分つき米,359,14.9,9.5,1.5,73.4,1,120,6,45,180,1.3,1.5,0.23,0.78,0,0,0,0,0,0,0.4,0,0.24,0.03,5.6,0.2,0,15,0.84,0,0,0,0
こめ陸稲穀粒精白米,331,14.9,9.3,0.9,74.5,1,89,5,23,95,0.8,1.4,0.22,0.59,0,0,0,0,0,0,0.1,0,0.08,0.02,3.3,0.12,0,12,0.66,0,0,0,0
こめ陸稲めし玄米,156,60,4.1,1,34.3,1,95,7,49,130,0.6,0.8,0.12,0.77,0,0,0,0,0,0,0.5,0,0.16,0.02,3.9,0.21,0,10,0.65,0,0,0,0
こめ陸稲めし半つき米,157,60,3.8,0.6,35.3,1,43,4,22,53,0.2,0.7,0.11,0.45,0,0,0,0,0,0,0.2,0,0.08,0.01,2.5,0.07,0,6,0.35,0,0,0,0
こめ陸稲めし七分つき米,155,60,3.6,0.5,35.7,1,35,4,13,44,0.2,0.7,0.11,0.34,0,0,0,0,0,0,0.1,0,0.06,0.01,1.7,0.03,0,5,0.26,0,0,0,0
こめ陸稲めし精白米,157,60,3.5,0.3,36.1,1,29,3,7,34,0.1,0.6,0.1,0.26,0,0,0,0,0,0,0,0,0.02,0.01,1,0.02,0,3,0.25,0,0,0,0
こめうるち米製品アルファ化米一般用,358,7.9,6,1,84.8,5,37,7,14,71,0.1,1.6,0.22,0.6,0,2,1,69,0,0,0.1,0,0.04,0,1.9,0.04,0,7,0.19,1,0,0,0
こめうるち米製品アルファ化米学校給食用強化品,358,7.9,6,1,84.8,5,37,7,14,71,0.1,1.6,0.22,0.6,0,2,1,69,0,0,0.1,0,0.41,0,1.9,0.04,0,7,0.19,1,0,0,0
こめうるち米製品水稲全かゆレトルト玄米,45,88,0.9,0.4,10.6,1,30,3,15,37,0.1,0.3,0.03,0.36,0,0,0,10,0,0,0.2,0,0.03,0,1,0.05,0,2,0.12,0.8,0,0,0
こめうるち米製品水稲全かゆレトルト精白米,37,90.7,0.6,0.1,8.6,1,6,2,2,7,0.1,0.1,0.01,0.06,0,0,0,6,0,0,0,0,0,0,0.2,0,0,0,0.03,0.1,0,0,0
こめうるち米製品おにぎり,170,57,2.7,0.3,39.4,200,31,3,7,37,0.1,0.6,0.1,0.38,0,0,0,0,0,0,0,0,0.02,0.01,0.9,0.02,0,3,0.27,0,0,0,0.5
こめうるち米製品焼きおにぎり,166,56,3.1,0.3,39.5,380,56,5,11,46,0.2,0.7,0.1,0.37,25,4,1,43,0,0,0,0,0.03,0.02,1.1,0.03,0,5,0.29,1.1,0,0,1
こめうるち米製品きりたんぽ,200,50,3.2,0.4,46.2,1,36,4,9,43,0.1,0.7,0.12,0.4,0,0,0,0,0,0,0,0,0.03,0.01,1.1,0.02,0,4,0.31,0,0,0,0
こめうるち米製品上新粉,343,14,6.2,0.9,78.5,2,89,5,23,96,0.8,1,0.19,0.75,1,4,1,77,0,0,0.2,0,0.09,0.02,2.7,0.12,0,12,0.67,1.1,0,0,0
こめうるち米製品玄米粉,370,4.6,7.1,2.9,84.1,3,230,12,110,290,1.4,2.4,0.3,2.49,1,2,6,120,0,0,1.2,0,0,0.03,6.1,0.08,0,9,0.12,5.1,0,0,0
こめうるち米製品米粉,356,11.1,6,0.7,81.9,1,45,6,11,62,0.1,1.5,0.23,0.6,0,0,0,0,0,0,0,0,0.03,0.01,1.7,0.04,0,9,0.2,0,0,0,0
こめうるち米製品米粉パン食パン,247,41.2,10.7,5.1,41.6,420,57,22,14,61,0.8,1.3,0.18,0.54,1,0,0,0,0,0,0.5,0,0.05,0.06,2.6,0.04,0,32,0.22,1.5,0,0,1.1
こめうるち米製品米粉パンロールパン,256,41.2,8.8,6.7,42,370,66,26,12,65,0.6,1.2,0.16,0.43,3,2,0,1,0,0.5,0.8,0,0.05,0.08,2.2,0.04,0.1,35,0.27,2.8,0,0,0.9
こめうるち米製品米粉パン小麦グルテン不使用のもの,247,41.2,3.4,3.1,51.3,340,92,4,11,46,0.2,0.9,0.12,0.38,0,0,0,0,0,0,0.5,0,0.05,0.03,1.5,0.04,0,30,0.23,0,0,0,0.9
こめうるち米製品米粉めん,252,37,3.6,0.7,58.4,48,43,5,11,56,0.1,1.1,0.15,0.48,0,0,0,0,0,0,0,0,0.03,0,1.4,0.05,0,4,0.31,0,0,0,0.1
こめうるち米製品ビーフン,360,11.1,7,1.6,79.9,2,33,14,13,59,0.7,0.6,0.06,0.33,5,3,4,25,0,0,0,0,0.06,0.02,2.4,0,0,4,0.09,0.6,0,0,0
こめうるち米製品ライスペーパー,339,13.2,0.5,0.3,84.3,670,22,21,21,12,1.2,0.1,0.03,0.14,6,0,18,3,0,0,0,0,0.01,0,0.2,0.01,0.3,3,0.02,0.2,0,0,1.7
こめうるち米製品米こうじ,260,33,5.8,1.7,59.2,3,61,5,16,83,0.3,0.9,0.16,0.74,0,2,0,48,0,0,0.2,0,0.11,0.13,2.8,0.11,0,71,0.42,4.2,0,0,0
こめもち米製品もち,223,44.5,4,0.6,50.8,0,32,3,6,22,0.1,0.9,0.13,0.58,0,2,0,56,0,0,0,0,0.03,0.01,1.2,0.03,0,4,0.34,0.6,0,0,0
こめもち米製品赤飯,186,53,4.3,0.6,41.9,0,71,6,11,34,0.4,0.9,0.13,0.45,0,2,0,61,0,0,0,1,0.05,0.01,1.2,0.03,0,9,0.3,1,0,0,0
こめもち米製品あくまき,131,69.5,2.3,1.8,25.7,16,300,6,6,10,0.1,0.7,0.05,0.39,0,0,0,0,0,0,0,0,0,0,0.6,0.01,0,1,0,0,0,0,0
こめもち米製品白玉粉,347,12.5,6.3,1,80,2,3,5,6,45,1.1,1.2,0.17,0.55,3,3,1,56,0,0,0,0,0.03,0.01,1.8,0.01,0,14,0,1,0,0,0
こめもち米製品道明寺粉,349,11.6,7.1,0.7,80.4,4,45,6,9,41,0.4,1.5,0.22,0.9,0,0,0,0,0,0,0,0,0.04,0.01,2,0.04,0,6,0.22,0,0,0,0
こめその他米ぬか,374,10.3,13.4,19.6,48.8,7,1500,35,850,2000,7.6,5.9,0.48,15,3,5,5,65,0,0,10,0,3.12,0.21,38,3.27,0,180,4.43,38,0,0,0
そばそば粉全層粉,339,13.5,12,3.1,69.6,2,410,17,190,400,2.8,2.4,0.54,1.09,1,7,4,47,0,0,0.2,0,0.46,0.11,7.7,0.3,0,51,1.56,17,0,0,0
そばそば粉内層粉,342,14,6,1.6,77.6,1,190,10,83,130,1.7,0.9,0.37,0.49,0,7,2,12,0,0,0.1,0,0.16,0.07,3.8,0.2,0,30,0.72,4.7,0,0,0
そばそば粉中層粉,334,13.5,10.2,2.7,71.6,2,470,19,220,390,3,2.2,0.58,1.17,0,13,3,43,0,0,0.2,0,0.35,0.1,6.8,0.44,0,44,1.54,18,0,0,0
そばそば粉表層粉,337,13,15,3.6,65.1,2,750,32,340,700,4.2,4.6,0.91,2.42,2,16,6,77,0,0,0.4,0,0.5,0.14,11,0.76,0,84,2.6,38,0,0,0
そばそば米,347,12.8,9.6,2.5,73.7,1,390,12,150,260,1.6,1.4,0.38,0.76,0,0,0,0,0,0,0.1,0,0.42,0.1,6.9,0.35,0,23,1.53,0,0,0,0
そばそば生,271,33,9.8,1.9,54.5,1,160,18,65,170,1.4,1,0.21,0.86,4,24,3,25,0,0,0.2,0,0.19,0.09,5.4,0.15,0,19,1.09,5.5,0,0,0
そばそばゆで,130,68,4.8,1,26,2,34,9,27,80,0.8,0.4,0.1,0.38,0,12,2,11,0,0,0.1,0,0.05,0.02,1.5,0.04,0,8,0.33,2.7,0,0,0
そばそば半生そば,325,23,10.5,3.8,61.8,3,190,20,74,180,1.3,1.2,0.24,0.99,4,27,4,28,0,0,0.2,0,0.22,0.1,4.5,0.16,0,22,1.25,6.3,0,0,0
そば干しそば乾,344,14,14,2.3,66.7,850,260,24,100,230,2.6,1.5,0.34,1.11,0,0,0,0,0,0,0.3,0,0.37,0.08,6.1,0.24,0,25,1.15,0,0,0,2.2
そば干しそばゆで,113,72,4.8,0.7,22.1,50,13,12,33,72,0.9,0.4,0.1,0.33,0,0,0,0,0,0,0.1,0,0.08,0.02,1.6,0.05,0,5,0.22,0,0,0,0.1
とうもろこし玄穀黄色種,341,14.5,8.6,5,70.6,3,290,5,75,270,1.9,1.7,0.18,0,0,6,0,20,13,0,1,0,0.3,0.1,3,0.39,0,28,0.57,8.3,0,0,0
とうもろこし玄穀白色種,341,14.5,8.6,5,70.6,3,290,5,75,270,1.9,1.7,0.18,0,0,6,0,20,0,0,1,0,0.3,0.1,3,0.39,0,28,0.57,8.3,0,0,0
とうもろこしコーンミール黄色種,375,14,8.3,4,72.4,2,220,5,99,130,1.5,1.4,0.16,0.38,0,0,0,0,13,0,1.1,0,0.15,0.08,1.6,0.43,0,28,0.57,0,0,0,0
とうもろこしコーンミール白色種,375,14,8.3,4,72.4,2,220,5,99,130,1.5,1.4,0.16,0.38,0,0,0,0,0,0,1.1,0,0.15,0.08,1.6,0.43,0,28,0.57,0,0,0,0
とうもろこしコーングリッツ黄色種,352,14,8.2,1,76.4,1,160,2,21,50,0.3,0.4,0.07,0,0,6,0,10,15,0,0.2,0,0.06,0.05,1.4,0.11,0,8,0.32,3.1,0,0,0
とうもろこしコーングリッツ白色種,352,14,8.2,1,76.4,1,160,2,21,50,0.3,0.4,0.07,0,0,6,0,10,0,0,0.2,0,0.06,0.05,1.4,0.11,0,8,0.32,3.1,0,0,0
とうもろこしコーンフラワー黄色種,347,14,6.6,2.8,76.1,1,200,3,31,90,0.6,0.6,0.08,0.13,0,0,0,0,11,0,0.2,0,0.14,0.06,2.1,0.2,0,9,0.37,0,0,0,0
とうもろこしコーンフラワー白色種,347,14,6.6,2.8,76.1,1,200,3,31,90,0.6,0.6,0.08,0.13,0,0,0,0,0,0,0.2,0,0.14,0.06,2.1,0.2,0,9,0.37,0,0,0,0
とうもろこしジャイアントコーンフライ味付け,409,4.3,5.7,11.8,76.6,430,110,8,88,180,1.3,1.6,0.07,0.3,0,0,0,0,0,0,1.4,1,0.08,0.02,2.4,0.11,0,12,0.12,0,0,0,1.1
とうもろこしポップコーン,472,4,10.2,22.8,59.6,570,300,7,95,290,4.3,2.4,0.2,0,0,0,0,0,15,0,3,0,0.13,0.08,3.2,0.27,0,22,0.46,0,0,0,1.4
とうもろこしコーンフレーク,380,4.5,7.8,1.7,83.6,830,95,1,14,45,0.9,0.2,0.07,0,0,5,3,15,10,0,0.3,0,0.03,0.02,1,0.04,0,6,0.22,1.6,0,0,2.1
はとむぎ精白粒,353,13,13.3,1.3,72.2,1,85,6,12,20,0.4,0.4,0.11,0.81,0,0,0,0,0,0,0,0,0.02,0.05,1.7,0.07,0,16,0.16,0,0,0,0
ひえ精白粒,361,12.9,9.4,3.3,73.2,6,240,7,58,280,1.6,2.2,0.15,1.37,0,4,2,10,0,0,0.1,0,0.25,0.02,2.3,0.17,0,14,1.5,3.6,0,0,0
もろこし玄穀,344,12,10.3,4.7,71.1,2,590,16,160,430,3.3,2.7,0.44,1.63,1,1,1,34,0,0,0.5,0,0.35,0.1,8,0.31,0,54,1.42,15,0,0,0
もろこし精白粒,348,12.5,9.5,2.6,74.1,2,410,14,110,290,2.4,1.3,0.21,1.12,0,0,0,0,0,0,0.2,0,0.1,0.03,5,0.24,0,29,0.66,0,0,0,0
ライむぎ全粒粉,317,12.5,12.7,2.7,70.7,1,400,31,100,290,3.5,3.5,0.44,2.15,0,2,1,65,0,0,1,0,0.47,0.2,4.2,0.22,0,65,0.87,9.5,0,0,0
ライむぎライ麦粉,324,13.5,8.5,1.6,75.8,1,140,25,30,140,1.5,0.7,0.11,0,0,0,0,0,0,0,0.7,0,0.15,0.07,2.6,0.1,0,34,0.63,0,0,0,0
いも類アメリカほどいも塊根生,146,56.5,5.9,0.6,35.6,5,650,73,39,120,1.1,0.6,0.13,0.26,0,0,0,54,0,0,0.8,3,0.12,0.03,2.9,0.16,0,47,0.69,3.1,15,0,0
いも類アメリカほどいも塊根ゆで,144,57.1,6,0.8,34.5,5,650,78,42,120,1,0.7,0.14,0.34,0,1,0,46,0,0,0.9,0,0.15,0.03,3.1,0.15,0,49,0.75,3.2,9,0,0
いも類きくいも塊茎生,66,81.7,1.9,0.4,14.7,1,610,14,16,66,0.3,0.3,0.17,0.08,1,0,0,2,0,0,0.2,0,0.08,0.04,1.9,0.09,0,20,0.37,3.7,10,0,0
いも類きくいも塊茎水煮,51,85.4,1.6,0.5,11.3,1,470,13,13,56,0.3,0.3,0.14,0.07,0,0,0,0,0,0,0.2,0,0.06,0.03,1.5,0.06,0,19,0.29,0,6,0,0
いも類こんにゃく精粉,194,6,3,0.1,85.3,18,3000,57,70,160,2.1,2.2,0.27,0.41,4,1,5,44,0,0,0.2,0,0,0,0.5,1.2,0,65,1.52,4.5,0,0,0
いも類こんにゃく板こんにゃく精粉こんにゃく,5,97.3,0.1,0,2.3,10,33,43,2,5,0.4,0.1,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0
いも類こんにゃく板こんにゃく生いもこんにゃく,8,96.2,0.1,0.1,3.3,2,44,68,5,7,0.6,0.2,0.04,0.05,93,0,1,1,0,0,0,0,0,0,0,0.02,0,2,0,0.1,0,0,0
いも類こんにゃく赤こんにゃく,6,97.1,0.1,0,2.5,11,48,46,3,5,78,0.1,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,1,0,0,0,0,0
いも類こんにゃく凍みこんにゃく乾,192,12,3.3,1.4,77.1,52,950,1600,110,150,12,4.4,0.86,1.22,0,0,0,0,0,0,0.4,0,0,0,0.9,0.48,0,61,0,0,0,0,0.1
いも類こんにゃく凍みこんにゃくゆで,42,80.8,0.7,0.3,16.8,11,210,340,23,32,2.7,1,0.19,0.27,0,0,0,0,0,0,0.1,0,0,0,0.2,0.1,0,13,0,0,0,0,0
いも類こんにゃくしらたき,7,96.5,0.2,0,3,10,12,75,4,10,0.5,0.1,0.02,0.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
いも類さつまいも類さつまいも塊根皮つき生,127,64.6,0.9,0.5,33.1,23,380,40,24,46,0.5,0.2,0.13,0.37,1,0,0,5,3,0,1,0,0.1,0.02,0.8,0.2,0,49,0.48,4.8,25,0,0.1
いも類さつまいも類さつまいも塊根皮つき蒸し,129,64.2,0.9,0.2,33.7,22,390,40,23,47,0.5,0.2,0.13,0.39,1,0,0,4,4,0,1.4,0,0.1,0.02,0.9,0.2,0,54,0.56,4.9,20,0,0.1
いも類さつまいも類さつまいも塊根皮つき天ぷら,205,52.4,1.4,6.8,38.4,36,380,51,25,57,0.5,0.2,0.14,0.63,1,0,0,5,5,0,2.6,11,0.11,0.04,1,0.2,0,57,0.6,5.3,21,0,0.1
いも類さつまいも類さつまいも塊根皮なし生,126,65.6,1.2,0.2,31.9,11,480,36,24,47,0.6,0.2,0.17,0.41,1,0,1,4,2,0,1.5,0,0.11,0.04,1.1,0.26,0,49,0.9,4.1,29,0,0
いも類さつまいも類さつまいも塊根皮なし蒸し,131,65.6,1.2,0.2,31.9,11,480,36,24,47,0.6,0.2,0.17,0.41,1,0,0,4,2,0,1.5,0,0.11,0.04,1.1,0.27,0,50,0.9,5,29,0,0
いも類さつまいも類さつまいも塊根皮なし焼き,151,58.1,1.4,0.2,39,18,500,23,21,78,0.9,0.2,0.21,0.29,1,1,0,5,3,0,1.4,0,0.13,0.06,1,0.33,0,52,1.4,7.2,13,0,0
いも類さつまいも類さつまいも蒸し切干,277,22.2,3.1,0.6,71.9,18,980,53,22,93,2.1,0.2,0.3,0.4,1,1,0,6,0,0,1.3,0,0.19,0.08,2.4,0.41,0,13,1.35,10.4,10,0,0
いも類さつまいも類むらさきいも塊根皮なし生,123,66,1.2,0.3,31.7,30,370,24,26,56,0.6,0.2,0.21,0.5,1,0,0,2,0,0,1.3,0,0.12,0.02,1.5,0.18,0,22,0.54,6.1,29,0,0.1
いも類さつまいも類むらさきいも塊根皮なし蒸し,122,66.2,1.2,0.3,31.4,28,420,34,26,55,0.6,0.3,0.22,0.44,0,0,0,2,0,0,1.9,0,0.13,0.03,1.8,0.16,0,24,0.61,6,24,0,0.1
いも類さといも類さといも球茎生,53,84.1,1.5,0.1,13.1,0,640,10,19,55,0.5,0.3,0.15,0.19,0,1,0,8,0,0,0.6,0,0.07,0.02,1.5,0.15,0,30,0.48,3.1,6,0,0
いも類さといも類さといも球茎水煮,52,84,1.5,0.1,13.4,1,560,14,17,47,0.4,0.3,0.13,0.17,0,0,0,7,0,0,0.5,0,0.06,0.02,1.4,0.14,0,28,0.42,2.8,5,0,0
いも類さといも類さといも球茎冷凍,56,80.9,2.2,0.1,16,3,340,20,20,53,0.6,0.4,0.13,0.57,0,0,1,6,0,0,0.7,0,0.07,0.01,1.5,0.14,0,23,0.32,4.7,5,0,0
いも類さといも類セレベス球茎生,80,76.4,2.2,0.3,19.8,0,660,18,29,97,0.6,0.7,0.15,0.32,1,0,0,24,1,0,0.6,0,0.1,0.03,2.4,0.21,0,28,0.48,3,6,0,0
いも類さといも類セレベス球茎水煮,77,77.5,2.1,0.3,19.1,0,510,17,24,82,0.6,0.8,0.12,0.31,0,0,0,20,1,0,0.6,0,0.08,0.02,2.1,0.16,0,23,0.38,2.7,4,0,0
いも類さといも類たけのこいも球茎生,97,73.4,1.7,0.4,23.5,1,520,39,32,70,0.5,1.5,0.11,0.55,0,0,0,10,1,0,0.8,0,0.05,0.03,1.2,0.21,0,41,0.31,3.3,6,0,0
いも類さといも類たけのこいも球茎水煮,86,75.4,1.6,0.4,21.8,1,410,37,28,63,0.5,1.5,0.09,0.53,0,0,0,10,1,0,0.7,0,0.05,0.02,1,0.14,0,39,0.23,2.8,4,0,0
いも類さといも類みずいも球茎生,111,70.5,0.7,0.4,27.6,6,290,46,23,35,1,0.2,0.05,0.56,9,1,0,1,1,0,0.6,0,0.16,0.02,0.8,0.21,0,27,0.2,2.4,7,0,0
いも類さといも類みずいも球茎水煮,101,72,0.7,0.4,26.1,5,270,79,23,35,1,0.2,0.05,0.47,6,1,0,1,0,0,0.6,0,0.16,0.02,0.8,0.17,0,27,0.14,2.1,4,0,0
いも類さといも類やつがしら球茎生,94,74.5,3,0.7,20.5,1,630,39,42,72,0.7,1.4,0.23,1.3,1,0,1,1,1,0,1,0,0.13,0.06,1.6,0.22,0,39,0.5,3.1,7,0,0
いも類さといも類やつがしら球茎水煮,92,75.6,2.7,0.6,20,1,520,34,39,56,0.6,1.3,0.21,1.25,0,0,0,1,0,0,1.1,0,0.11,0.04,1.3,0.17,0,30,0.49,2.6,5,0,0
いも類じゃがいも塊茎皮つき生,51,81.1,1.8,0.1,15.9,1,420,4,19,46,1,0.2,0.09,0.42,1,0,1,3,0,0,0,1,0.08,0.03,1.9,0.2,0,20,0.49,0.5,28,0,0
いも類じゃがいも塊茎皮つき電子レンジ調理,78,77.6,2.1,0.2,19.2,0,430,4,23,58,0.9,0.3,0.12,0.45,1,0,1,3,1,0,0.1,1,0.07,0.02,2.1,0.19,0,15,0.33,0.6,13,0,0
いも類じゃがいも塊茎皮つきフライドポテト生を揚げたもの,153,65.2,2.7,5.6,25.4,1,580,6,29,78,1.6,0.4,0.14,0.55,2,0,2,4,1,0,1.1,11,0.09,0.03,2.7,0.22,0,26,0.45,0.8,16,0,0
いも類じゃがいも塊茎皮なし生,59,79.8,1.8,0.1,17.3,1,410,4,19,47,0.4,0.2,0.09,0.37,1,0,4,3,0,0,0,1,0.09,0.03,1.8,0.2,0,20,0.5,0.4,28,0,0
いも類じゃがいも塊茎皮なし水煮,71,80.6,1.7,0.1,16.9,1,340,4,16,32,0.6,0.2,0.1,0.1,0,0,2,3,0,0,0.1,0,0.07,0.03,1.3,0.18,0,18,0.41,0.3,18,0,0
